product_name,product_url,category,status,stars
Magnetic Alphabet Letters and Numbers for Kids Learning,https://yoshops.com/products/magnetic-alphabet-letters-and-numbers-for-kids-learning,Toys & Games,NULL,NULL
"Hammer Smart Watch Pulse 2.0 with Blood Oxygen Monitoring,Calling and Activity Tracker",https://yoshops.com/products/hammer-smart-watch-pulse-2-0-with-blood-oxygen-monitoring-calling-and-activity-tracker,Toys & Games,Reviewd,5.0 star rating
Hammer KO 2.0 Sports Truly Wireless Earbuds with Type C Bluetooth 5.0 Headset(Black),https://yoshops.com/products/hammer-ko-2-0-sports-truly-wireless-earbuds-with-type-c-bluetooth-5-0-headset-black1,Toys & Games,NULL,NULL
Hammer Sting Lite In-Ear Wireless Bluetooth Neckband Earphones Black,https://yoshops.com/products/hammer-sting-lite-in-ear-wireless-bluetooth-neckband-earphones-black,Toys & Games,NULL,NULL
"Hammer Airflow True Wireless Earbuds (Blue), 5 Hours Playtime, with Magnetic Charging case (300mah),Built-in Voice Assistant & Bluetooth 5.0",https://yoshops.com/products/hammer-airflow-true-wireless-earbuds-blue-5-hours-playtime-with-magnetic-charging-case-300mah-built-in-voice-assistant-bluetooth-5-0,Toys & Games,NULL,NULL
"Hammer Pulse Oximeter Unisex Smartwatch with Body-Temp Sensor Monitoring, Calling and Activity Tracker",https://yoshops.com/products/hammer-pulse-oximeter-unisex-smartwatch-with-body-temp-sensor-monitoring-calling-and-activity-tracker,Toys & Games,NULL,NULL
Hammer Sting 2.0 Wireless Bluetooth Neckband Earphones Black with Long Battery Life,https://yoshops.com/products/hammer-sting-2-0-wireless-bluetooth-neckband-earphones-black-with-long-battery-life,Toys & Games,NULL,NULL
Sony PlayStation PS2 Gaming Console 150 GB Hard Disk With 50 Games Preloaded(Black),https://yoshops.com/products/sony-playstation-ps2-gaming-console-150-gb-hard-disk-with-50-games-preloaded-black,PlayStation,Reviewd,5.0 star rating
Sony PlayStation PS3 Console Slim 320 GB (Black),https://yoshops.com/products/sony-playstation-3-console-slim-320-gb-black,PlayStation,Reviewd,4.9 star rating
Sony PlayStation PS1 with in-built DVD Player (Black),https://yoshops.com/products/sony-playstation-ps2-with-in-built-dvd-player-black,PlayStation,Reviewd,5.0 star rating
Sony PlayStation PS4 Slim 1TB Console(Black),https://yoshops.com/products/sony-ps4-slim-1tb-console-black,PlayStation,NULL,NULL
SONY PlayStation PS4 PRO 1TB Hard Disk(Black),https://yoshops.com/products/sony-ps4-pro-1tb-hard-disk-black,PlayStation,NULL,NULL
"Mini VR BOX Virtual Reality Headsets with ultra 3D glasses Compatible with Android and IOS Devices (Blue, Black)",https://yoshops.com/products/mini-vr-box-virtual-reality-headsets-with-ultra-3d-glasses-compatible-with-android-and-ios-devices-blue-black,PlayStation,NULL,NULL
Big Foot Mini Monster Truck,https://yoshops.com/products/big-foot-mini-monster-truck-red-green-black-blue1,PlayStation,NULL,NULL
Vmax HX 750 Quadcopter Drone (No Camera),https://yoshops.com/products/hx-750-remote-control-flying-drone,Drones,Reviewd,5.0 star rating
The Amazing Spider Man Micro Drone Q Series Hyun Lights Upgraded Quadcopter Headless Mode One Key Features,https://yoshops.com/products/the-amazing-spider-man-q-series-24ghz-rc-quad-copter-drone,Drones,Reviewd,5.0 star rating
"Falcon Drone Four Axis Aircraft with 2.4 GHz RC, Blade Guard, Headless Mode LED Without Camera",https://yoshops.com/products/falcon-drone-four-axis-aircraft-with-2-4-ghz-rc-blade-guard-headless-mode-led-without-camera,Drones,Reviewd,5.0 star rating
Kids Drone Quadcopter 2.4G 6-Channel Without Camera,https://yoshops.com/products/kids-drone-quadcopter-2-4g-6-channel-without-camera,Drones,Reviewd,4.6 star rating
VMax HX763 Vision Drone 2.4GHz RC Quad-copter Headless Mode One Key Without Camera,https://yoshops.com/products/vmax-vision-hx763-drone-remote-control-quadrocopter,Drones,Reviewd,5.0 star rating
HX770 V-Max Aircraft Drone,https://yoshops.com/products/hx770-v-max-aircraft-drone,Drones,Reviewd,4.9 star rating
Diabolo Captain America Civil War Q Series Hyun Lights Upgraded Mini Drone Without Camera,https://yoshops.com/products/captain-america-24ghz-rc-quad-copter-drone,Drones,Reviewd,5.0 star rating
Avengers Captain America Drone Four Axis Aircraft with 2.4 GHz Without Camera,https://yoshops.com/products/avengers-captain-america-drone-four-axis-aircraft-with-2-4-ghz-rc-blade-guard-headless-mode-led-without-camera,Drones,Reviewd,5.0 star rating
Spider Man Mini Drone,https://yoshops.com/products/spider-man-mini-drone,Drones,Reviewd,5.0 star rating
Vmax Voyager HX756 Drones Without Camera,https://yoshops.com/products/vmax-voyager-remote-control-drones-blackwhite,Drones,Reviewd,5.0 star rating
Minions Mini Drone,https://yoshops.com/products/minions-mini-drone,Drones,Reviewd,5.0 star rating
S52 Durable King Drone No Camera,https://yoshops.com/products/s52-durable-king-drone-no-camera,Drones,Reviewd,4.0 star rating
Drone Workshop Training Program,https://yoshops.com/products/drone-workshop-training-program,Drones,Reviewd,5.0 star rating
Navigator Quadcopter Remote Control Drone,https://yoshops.com/products/navigator-quadcopter-remote-control-drone,Drones,Reviewd,3.0 star rating
QY66 D1 Drone - 6 Axis Gyro RC Quadcopter Without camera,https://yoshops.com/products/qy66-d1-drone-6-axis-gyro-rc-quadcopter-no-camera,Drones,NULL,NULL
Sky King Drone 6 Axis Gyro RC Quadcopter Without camera,https://yoshops.com/products/sky-king-drone-6-axis-gyro-rc-quadcopter-without-camera,Drones,NULL,NULL
Pluto Programmable Smartphone Controlled Nano Drone,https://yoshops.com/products/pluto-programmable-smartphone-controlled-nano-drone,Drones,NULL,NULL
3.7V 275mAH Lithium Polymer(LiPo) Rechargeable Battery for RC Drone,https://yoshops.com/products/37v-275mah-lithium-polymerlipo-rechargeable-battery-for-rc-drone,Drones,NULL,NULL
Big Foot Mini Monster Truck,https://yoshops.com/products/big-foot-mini-monster-truck-red-green-black-blue1,Drones,NULL,NULL
HX-713 Remote Control Helicopter,https://yoshops.com/products/hx-713-remote-control-helicopter,RC Toys,Reviewd,4.9 star rating
"Falcon Drone Four Axis Aircraft with 2.4 GHz RC, Blade Guard, Headless Mode LED Without Camera",https://yoshops.com/products/falcon-drone-four-axis-aircraft-with-2-4-ghz-rc-blade-guard-headless-mode-led-without-camera,RC Toys,Reviewd,5.0 star rating
Diabolo Captain America Civil War Q Series Hyun Lights Upgraded Mini Drone Without Camera,https://yoshops.com/products/captain-america-24ghz-rc-quad-copter-drone,RC Toys,Reviewd,5.0 star rating
Avengers Captain America Drone Four Axis Aircraft with 2.4 GHz Without Camera,https://yoshops.com/products/avengers-captain-america-drone-four-axis-aircraft-with-2-4-ghz-rc-blade-guard-headless-mode-led-without-camera,RC Toys,Reviewd,5.0 star rating
HX708 Remote Control Helicopter,https://yoshops.com/products/hx708-remote-control-helicopter,RC Toys,Reviewd,5.0 star rating
HX-715 Flying Helicopter With Remote Control Toy,https://yoshops.com/products/flying-helicopter-with-remote-control,RC Toys,Reviewd,5.0 star rating
Magic Tracks Bend Flex & Glow Racetrack with LED Flashing Race Cars Battery Operated,https://yoshops.com/products/magic-tracks-bend-flex-glow-racetrack-with-led-flashing-race-cars-battery-operated,RC Toys,NULL,NULL
"Mini VR BOX Virtual Reality Headsets with ultra 3D glasses Compatible with Android and IOS Devices (Blue, Black)",https://yoshops.com/products/mini-vr-box-virtual-reality-headsets-with-ultra-3d-glasses-compatible-with-android-and-ios-devices-blue-black,RC Toys,NULL,NULL
Flying Avengers Hero Induction Control helicopter,https://yoshops.com/products/flying-avengers-hero-induction-control-helicopter,RC Toys,NULL,NULL
Sensor Flying Helicopter with charger,https://yoshops.com/products/sensor-flying-helicopter-with-charger,RC Toys,NULL,NULL
Hohot Singing Doll (Pink),https://yoshops.com/products/hohot-singing-doll-pink,RC Toys,NULL,NULL
Big Foot Mini Monster Truck,https://yoshops.com/products/big-foot-mini-monster-truck-red-green-black-blue1,RC Toys,NULL,NULL
Piggy Bank Saving Coin Box,https://yoshops.com/products/piggy-bank-saving-coin-box,Soft Toys,NULL,NULL
Teddy Tiger Home Décor Soft Toy,https://yoshops.com/products/xn-teddy-tiger-home-dcor-soft-toy-sxc,Soft Toys,NULL,NULL
Color Clay Set for Kids Children Colors Air Dry Clay,https://yoshops.com/products/color-clay-set-for-kids-children-colors-air-dry-clay,Soft Toys,NULL,NULL
Fruits Shape Eraser For Kids Best Birthday Gifts,https://yoshops.com/products/fruits-shape-eraser-for-kids-best-birthday-gifts,Soft Toys,NULL,NULL
Magnetic Alphabet Letters and Numbers for Kids Learning,https://yoshops.com/products/magnetic-alphabet-letters-and-numbers-for-kids-learning,Soft Toys,NULL,NULL
Sony PlayStation PS2 Gaming Console 150 GB Hard Disk With 50 Games Preloaded(Black),https://yoshops.com/products/sony-playstation-ps2-gaming-console-150-gb-hard-disk-with-50-games-preloaded-black,Gaming Accessories,Reviewd,5.0 star rating
Yoshops VR BOX Virtual Reality Glasses Headset 2.0 View Suitable For 4-6 Inch Smartphones,https://yoshops.com/products/yoshops-vr-box-virtual-reality-glasses-headset-2-0-view-suitable-for-4-6-inch-smartphones,Gaming Accessories,Reviewd,5.0 star rating
Sony PlayStation PS3 Console Slim 320 GB (Black),https://yoshops.com/products/sony-playstation-3-console-slim-320-gb-black,Gaming Accessories,Reviewd,4.9 star rating
Barbie Doll (pink),https://yoshops.com/products/barbie-doll,Gaming Accessories,Reviewd,4.9 star rating
Super Power JCB Truck Construction Loader Excavator Crane Toys,https://yoshops.com/products/super-power-jcb-truck-construction-loader-excavator-crane-toys1,Gaming Accessories,Reviewd,5.0 star rating
"Falcon Drone Four Axis Aircraft with 2.4 GHz RC, Blade Guard, Headless Mode LED Without Camera",https://yoshops.com/products/falcon-drone-four-axis-aircraft-with-2-4-ghz-rc-blade-guard-headless-mode-led-without-camera,Gaming Accessories,Reviewd,5.0 star rating
Sony PlayStation PS1 with in-built DVD Player (Black),https://yoshops.com/products/sony-playstation-ps2-with-in-built-dvd-player-black,Gaming Accessories,Reviewd,5.0 star rating
Diabolo Captain America Civil War Q Series Hyun Lights Upgraded Mini Drone Without Camera,https://yoshops.com/products/captain-america-24ghz-rc-quad-copter-drone,Gaming Accessories,Reviewd,5.0 star rating
Avengers Captain America Drone Four Axis Aircraft with 2.4 GHz Without Camera,https://yoshops.com/products/avengers-captain-america-drone-four-axis-aircraft-with-2-4-ghz-rc-blade-guard-headless-mode-led-without-camera,Gaming Accessories,Reviewd,5.0 star rating
Zebion Gamepad,https://yoshops.com/products/zebion-gamepad,Gaming Accessories,Reviewd,5.0 star rating
Zebronics ZEBVR100 Virtual Reality Kit VR box 3D 360 Degree,https://yoshops.com/products/zebronics-zebvr100-virtual-reality-kit-vr-box-3d-360-degree,Gaming Accessories,Reviewd,4.8 star rating
"Upstox Free Demat & Trading Account Get Free Gift (Wallet,Bag,Earphone) Value of Rs.999 from Yoshops.com",https://yoshops.com/products/upstox-free-demat-trading-account-get-free-gift-wallet-bag-earphone-value-of-rs-999-from-yoshops-com,Gaming Accessories,Reviewd,5.0 star rating
Zebronics Radiant Multimedia Gaming Keyboard,https://yoshops.com/products/zebronics-radiant-multimedia-gaming-keyboard,Gaming Accessories,Reviewd,5.0 star rating
Barbie Doll Toy Combo pack(2 Pack),https://yoshops.com/products/barbie-doll-toy-combo-pack2-pack,Gaming Accessories,Reviewd,5.0 star rating
Zebronics Card Reader VR BOX Special Combo,https://yoshops.com/products/zebronics-card-readervr-box-20wireless-mouse-multi-chargeruniversal-adaptor-iphone-head-phone-specaical-combo,Gaming Accessories,NULL,NULL
Sony PlayStation PS4 Slim 1TB Console(Black),https://yoshops.com/products/sony-ps4-slim-1tb-console-black,Gaming Accessories,NULL,NULL
Zebronics ZEB-VR Virtual Reality Headset VR BOX,https://yoshops.com/products/zebronics-zeb-vr-virtual-reality-headset,Gaming Accessories,Reviewd,2.3 star rating
3 Wheeled Scooter For Kids,https://yoshops.com/products/3-wheeled-scooter-for-kids,Gaming Accessories,NULL,NULL
SONY PlayStation PS4 PRO 1TB Hard Disk(Black),https://yoshops.com/products/sony-ps4-pro-1tb-hard-disk-black,Gaming Accessories,NULL,NULL
Toy Family Doll House Set,https://yoshops.com/products/family-doll-set,Gaming Accessories,NULL,NULL
Toy Gundam Robot with Gun (Red),https://yoshops.com/products/savoir-robot-toy,Gaming Accessories,NULL,NULL
Batman rc Car with Remote Control with Rechargeable Batteries & Charger,https://yoshops.com/products/batman-rc-car-with-remote-control-with-rechargeable-batteries-charger,Gaming Accessories,NULL,NULL
Combo Set of 6 Pull Back Toy Car Small,https://yoshops.com/products/combo-set-of-6-pull-back-toy-car-small,Gaming Accessories,NULL,NULL
"Mini VR BOX Virtual Reality Headsets with ultra 3D glasses Compatible with Android and IOS Devices (Blue, Black)",https://yoshops.com/products/mini-vr-box-virtual-reality-headsets-with-ultra-3d-glasses-compatible-with-android-and-ios-devices-blue-black,Gaming Accessories,NULL,NULL
Free Gift Value of Rs.999 and Get Free Paytm Money Demat Account,https://yoshops.com/products/free-gift-value-of-rs-999-and-get-free-paytm-money-demat-account,Gaming Accessories,NULL,NULL
"Hammer Airflow True Wireless Earbud with Mic (Black & White), 5 Hours Playtime,with Magnetic Charging case (300mah),Built-in Voice Assistant & Bluetooth 5.0",https://yoshops.com/products/hammer-airflow-true-wireless-earbud-with-mic-black-white-5-hours-playtime-with-magnetic-charging-case-300mah-built-in-voice-assistant-bluetooth-5-0,Gaming Accessories,NULL,NULL
"Kasi yatra set silk cotton fabric decorated with rich kundans, brooches and laces",https://yoshops.com/products/kasi-yatra-set-silk-cotton-fabric-decorated-with-rich-kundans-brooches-and-laces,Gaming Accessories,NULL,NULL
Wedding Doll Toy,https://yoshops.com/products/wedding-dolls,Gaming Accessories,NULL,NULL
Family Doll and Barbie doll set Toy Combo pack,https://yoshops.com/products/family-doll-and-barbie-doll-set-toy-combo-pack,Gaming Accessories,NULL,NULL
Combo pack Toys Savoir Robot and Barbie doll,https://yoshops.com/products/savoir-robot-and-barbie-doll-toy-combo-pack,Gaming Accessories,NULL,NULL
Kitchen Utensil Cooking Toy Cookware Set,https://yoshops.com/products/plastic-kitchen-utensil-cooking-toy-cookware-set,Gaming Accessories,NULL,NULL
Little Chef Kitchen Set With Convertible Suitcase,https://yoshops.com/products/little-chef-playset-with-convertible-suitcase,Gaming Accessories,NULL,NULL
Ultramodern Bullet Train Game Set,https://yoshops.com/products/ultramodern-bullet-train-game-set,Gaming Accessories,NULL,NULL
Hohot Singing Doll (Pink),https://yoshops.com/products/hohot-singing-doll-pink,Gaming Accessories,NULL,NULL
Plastic Smart Stick Intelligence Educational Building Blocks Construction Kids Toys (Multicolor),https://yoshops.com/products/plastic-smart-stick-intelligence-educational-building-blocks-construction-kids-toys-multicolor,Gaming Accessories,NULL,NULL
"Musical Dancing Boys with Flashing Lights Toys for Babies,Kids,Girls,Boys",https://yoshops.com/products/musical-dancing-boys-with-flashing-lights-toys-for-babieskidsgirlsboys,Gaming Accessories,NULL,NULL
