Title,Title_URL,Image,textweb__textsc1cyx77801
"Tecno POVA3 64 GB, 4 GB RAM, Tech Silver, Mobile Phone with 7000 mAh Mega Battery",https://www.reliancedigital.in/tecno-pova3-64-gb-4-gb-ram-tech-silver-mobile-phone-with-7000-mah-mega-battery/p/492850708,https://www.reliancedigital.in/medias/Tecno-TECNO-POVA3-Smart-Phones-492850708-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w2MDczMXxpbWFnZS9qcGVnfGltYWdlcy9oOTIvaDA5Lzk4NDg2NjAxOTc0MDYuanBnfDBiNTBmN2I3ZTBjOTNmMjBiYTYwZDE1M2Q5MTgxNjFmMzdhMmZhMDAxNGJjODcyZjEyYWZkOGNkZjczY2Q0MTg,"8,999.00"
"Realme Narzo 50i Prime 32 GB, 3 GB RAM, Dark Blue, Mobile Phone",https://www.reliancedigital.in/realme-narzo-50i-prime-32-gb-3-gb-ram-dark-blue-mobile-phone/p/493178057,https://www.reliancedigital.in/medias/Realme-Narzo-50i-Mobile-Phone-493178057-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wzMzI0OXxpbWFnZS9qcGVnfGltYWdlcy9oYTUvaGM2Lzk4OTU1NzI0MDYzMDIuanBnfDg2YTJkODY3M2RkODdkZDQ5ZTRiNmI4ZGYxOGQzMTNmNTQ0NTgxOTI2N2ZmZmRkYjNkYmI2MTc0NWMwY2FmZTk,"7,999.00"
"Redmi A1 32 GB, 2 GB RAM, Light Blue Mobile Phone",https://www.reliancedigital.in/redmi-a1-32-gb-2-gb-ram-light-blue-mobile-phone/p/493178807,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"5,949.00"
"Redmi 12C 64 GB, 4 GB RAM, Mint Green, Mobile Phone",https://www.reliancedigital.in/redmi-12c-64-gb-4-gb-ram-mint-green-mobile-phone/p/493666120,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"8,999.00"
"Samsung Galaxy M04 64 GB, 4 GB RAM, Sea Glass Green Mobile Phone",https://www.reliancedigital.in/samsung-galaxy-m04-64-gb-4-gb-ram-sea-glass-green-mobile-phone/p/493664829,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"9,499.00"
"itel Vision 3 64 GB, 3 GB RAM, Deep Ocean Black, Mobile Phone",https://www.reliancedigital.in/itel-vision-3-64-gb-3-gb-ram-deep-ocean-black-mobile-phone/p/492849920,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"7,299.00"
"Realme Narzo 50i Prime 64 GB, 4 GB RAM, Dark Blue, Mobile Phone",https://www.reliancedigital.in/realme-narzo-50i-prime-64-gb-4-gb-ram-dark-blue-mobile-phone/p/493178059,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"8,999.00"
"Redmi A1 Plus 32 GB, 3 GB RAM, Light Blue Mobile Phone",https://www.reliancedigital.in/redmi-a1-plus-32-gb-3-gb-ram-light-blue-mobile-phone/p/493178817,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"7,499.00"
"Realme C33 32 GB, 3 GB RAM, Sandy Gold, Mobile Phone",https://www.reliancedigital.in/realme-c33-32-gb-3-gb-ram-sandy-gold-mobile-phone/p/493177736,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"8,999.00"
"Samsung Galaxy M04 64 GB, 4 GB RAM, Shadow Blue, Mobile Phone",https://www.reliancedigital.in/samsung-galaxy-m04-64-gb-4-gb-ram-shadow-blue-mobile-phone/p/493664828,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"9,499.00"
"Samsung F Series F04 64 GB, 4 GB, Opal Green, Mobile Phone",https://www.reliancedigital.in/samsung-f-series-f04-64-gb-4-gb-opal-green-mobile-phone/p/493666094,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"9,499.00"
"Redmi A1 Plus 32 GB, 2 GB RAM, Light Blue Mobile Phone",https://www.reliancedigital.in/redmi-a1-plus-32-gb-2-gb-ram-light-blue-mobile-phone/p/493178814,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"6,499.00"
"Realme C33 32 GB, 3 GB RAM, Night Sea, Mobile Phone",https://www.reliancedigital.in/realme-c33-32-gb-3-gb-ram-night-sea-mobile-phone/p/493177735,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"8,999.00"
"Redmi A1 Plus 32 GB, 2 GB RAM, Black Mobile Phone",https://www.reliancedigital.in/redmi-a1-plus-32-gb-2-gb-ram-black-mobile-phone/p/493178813,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"6,499.00"
"Samsung Galaxy A04e 64 GB, 3 GB RAM, Light Blue, Mobile Phone",https://www.reliancedigital.in/samsung-galaxy-a04e-64-gb-3-gb-ram-light-blue-mobile-phone/p/493664698,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"9,999.00"
"Realme Narzo 50i Prime 32 GB, 3 GB RAM, Mint Green, Mobile Phone",https://www.reliancedigital.in/realme-narzo-50i-prime-32-gb-3-gb-ram-mint-green-mobile-phone/p/493178060,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"7,999.00"
"itel A23 Pro 8 GB, 1 GB RAM, Sapphire Blue, Mobile Phone",https://www.reliancedigital.in/itel-a23-pro-8-gb-1-gb-ram-sapphire-blue-mobile-phone/p/491996692,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"4,040.00"
"Realme C30 32 GB, 3 GB RAM, Denim Black, Mobile Phone",https://www.reliancedigital.in/realme-c30-32-gb-3-gb-ram-denim-black-mobile-phone/p/492850880,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"7,499.00"
"itel A23 Pro 8 GB, 1 GB RAM, Lake Blue, Mobile Phone",https://www.reliancedigital.in/itel-a23-pro-8-gb-1-gb-ram-lake-blue-mobile-phone/p/491996691,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"4,040.00"
"Realme C33 32 GB, 3 GB RAM, Aqua Blue, Mobile Phone",https://www.reliancedigital.in/realme-c33-32-gb-3-gb-ram-aqua-blue-mobile-phone/p/493177737,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"8,999.00"
"Nokia C20 Plus 32 GB, 3 GB RAM, Ocean Blue, Mobile Phone (JioExclusive offer available)",https://www.reliancedigital.in/nokia-c20-plus-32-gb-3-gb-ram-ocean-blue-mobile-phone-jioexclusive-offer-available-/p/491997488,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"8,499.00"
"Tecno POVA3 64 GB, 4 GB RAM, Electric Blue, Mobile Phone with 7000 mAh Mega Battery",https://www.reliancedigital.in/tecno-pova3-64-gb-4-gb-ram-electric-blue-mobile-phone-with-7000-mah-mega-battery/p/492850710,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"9,799.00"
"Oppo A17K 64 GB, 3 GB RAM, Navy Blue, Mobile Phone",https://www.reliancedigital.in/oppo-a17k-64-gb-3-gb-ram-navy-blue-mobile-phone/p/493178497,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"9,499.00"
"Realme C30s 32 GB, 2 GB RAM, Stripe Black, Mobile Phone",https://www.reliancedigital.in/realme-c30s-32-gb-2-gb-ram-stripe-black-mobile-phone/p/493178282,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"7,499.00"
"Redmi 12C 64 GB, 4 GB RAM, Matte Black, Mobile Phone",https://www.reliancedigital.in/redmi-12c-64-gb-4-gb-ram-matte-black-mobile-phone/p/493666118,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"8,999.00"
"Vivo Y1s 32 GB, 2 GB RAM, Olive Black, Mobile Phone (JioExclusive offer available)",https://www.reliancedigital.in/vivo-y1s-32-gb-2-gb-ram-olive-black-mobile-phone-jioexclusive-offer-available-/p/491901092,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"8,490.00"
"Samsung F Series F04 64 GB, 4 GB, Jade Purple, Mobile Phone",https://www.reliancedigital.in/samsung-f-series-f04-64-gb-4-gb-jade-purple-mobile-phone/p/493666093,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"9,499.00"
"realme C21Y 32 GB, 3 GB RAM, Cross Blue Mobile Phone",https://www.reliancedigital.in/realme-c21y-32-gb-3-gb-ram-cross-blue-mobile-phone/p/491997540,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"9,499.00"
"Itel A48 32 GB, 2 GB RAM, Gradation Purple, Mobile Phone (JioExclusive offer available)",https://www.reliancedigital.in/itel-a48-32-gb-2-gb-ram-gradation-purple-mobile-phone-jioexclusive-offer-available-/p/491947187,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"6,599.00"
"OPPO A15s 64 GB, 4 GB RAM, Dynamic Black, Mobile Phone",https://www.reliancedigital.in/oppo-a15s-64-gb-4-gb-ram-dynamic-black-mobile-phone/p/491946567,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"9,990.00"
"TCL L7 32 GB, 2 GB RAM, Black, Smartphone",https://www.reliancedigital.in/tcl-l7-32-gb-2-gb-ram-black-smartphone/p/491947109,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"4,999.00"
"Redmi 9A 32 GB, 3 GB RAM, Sea Blue, Smartphone",https://www.reliancedigital.in/redmi-9a-32-gb-3-gb-ram-sea-blue-smartphone/p/491901054,https://www.reliancedigital.in/medias/Redmi-9A-Mobilephones-491901054-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wzODk3NnxpbWFnZS9qcGVnfGltYWdlcy9oODAvaDg4Lzk0MDgwNjM2NjgyNTQuanBnfGQ0NzRhY2YyYzcxZmMxZWI2YTg5YjgxZTY4ZmFiY2Q5NmVmYzI3NzQ3OWMxYmY3NmVjM2UyMDkyYzBjNzFiODY,"7,000.00"
"Redmi 9A Sport 32 GB, 2 GB RAM, Metallic Blue, Mobile Phone (Jio Exclusive)",https://www.reliancedigital.in/redmi-9a-sport-32-gb-2-gb-ram-metallic-blue-mobile-phone-jio-exclusive-/p/492850838,https://www.reliancedigital.in/medias/Xiaomi-9A-Mobile-Phone-492850838-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyOTM1NXxpbWFnZS9qcGVnfGltYWdlcy9oNjQvaGNiLzk4OTU4NjE5NzcxMTguanBnfGVlYTRjMTNkMTIwYTdiOTJkNjk5MTVjNDRkODcwZmNiMGE2OTYwZTQ0ZTgyZWVhODhiNzE4MmMzM2ZiODExZmY,"7,499.00"
"Redmi 9A 32 GB, 3 GB RAM, Midnight Black, Mobile Phone",https://www.reliancedigital.in/redmi-9a-32-gb-3-gb-ram-midnight-black-mobile-phone/p/491901050,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"7,000.00"
"OPPO A15s 64 GB, 4 GB RAM, Fancy White, Mobile Phone",https://www.reliancedigital.in/oppo-a15s-64-gb-4-gb-ram-fancy-white-mobile-phone/p/491946580,https://www.reliancedigital.in/build/client/images/loaders/mdefault.png,"9,990.00"
"Redmi 9A Sport 32 GB, 2 GB RAM, Coral Green, Mobile Phone (Jio Exclusive)",https://www.reliancedigital.in/redmi-9a-sport-32-gb-2-gb-ram-coral-green-mobile-phone-jio-exclusive-/p/492850839,https://www.reliancedigital.in/medias/Xiaomi-9A-Mobile-Phone-492850839-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wzMDU0MnxpbWFnZS9qcGVnfGltYWdlcy9oZjEvaDFlLzk4OTU4NjQ5MjYyMzguanBnfDM4OGRlODZlY2ViMzllY2NkMDBhNWUyNTI2NjJlM2Y4ODI1MjkzZWVkZDg4ZDRlMzhkMzkzY2UzZmZlZWUwNTc,"7,499.00"
"realme C21Y 32 GB, 3 GB, Cross Black, Mobile Phone",https://www.reliancedigital.in/realme-c21y-32-gb-3-gb-cross-black-mobile-phone/p/492573424,https://www.reliancedigital.in/medias/realme-C21-Y-Smartphones-492573424-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w2MjA4MHxpbWFnZS9qcGVnfGltYWdlcy9oMjgvaDQzLzk2ODUwNDQ0OTQzNjYuanBnfGFjZmFkMWYyMTllYTI0ZTk3ZjhiYzRhMTlmNmFjYmU2ZGRhMTcyYTE1ZDJmOGUwYTVhYWEzZmNhMjllZDFjMDA,"9,499.00"
"realme C21Y 32 GB, 3 GB, Cross Blue, Mobile Phone",https://www.reliancedigital.in/realme-c21y-32-gb-3-gb-cross-blue-mobile-phone/p/492573425,https://www.reliancedigital.in/medias/realme-C21-Y-Smartphones-492573425-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w2NjIwNnxpbWFnZS9qcGVnfGltYWdlcy9oMWMvaDZmLzk2ODUwNDUxNDk3MjYuanBnfGNkYjk4ZTYyYWM5ZmU5MWU4YWYzN2EyNDY3ZTc4YjUzOTE3YjQxZjJmZjY1ZDE0ZTU0MDQ5NGM3Zjk5OGFhMDg,"9,499.00"
"VIVO Y15c 32 GB, 3 GB RAM, Mystic Blue, Mobile Phone",https://www.reliancedigital.in/vivo-y15c-32-gb-3-gb-ram-mystic-blue-mobile-phone/p/492850289,https://www.reliancedigital.in/medias/VIVO-Y15c-Smartphone-492850289-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNDA0NHxpbWFnZS9qcGVnfGltYWdlcy9oMjcvaGNkLzk4NzQ2MjA0MTYwMzAuanBnfGRmZDYxZTMzNWI0OWZlODJjODI5MTkxMTBmN2VkM2QwZWVkMzM4MWYyYTBkNWJjMDhkNDhlOTk4ZDUwMTJjMDY,"9,499.00"
"Infinix Smart 6 64GB, 2GB RAM, Polar Black, Mobile Phone",https://www.reliancedigital.in/infinix-smart-6-64gb-2gb-ram-polar-black-mobile-phone/p/492850791,https://www.reliancedigital.in/medias/Infinix-SMART-6-Mobile-Phone-492850791-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNzY3MnxpbWFnZS9qcGVnfGltYWdlcy9oMGEvaDk2Lzk4NTk1MTU3NDQyODYuanBnfDZhOWIwZWFhNjI5Yjc3ZWRkOTBkNzhkMDdkOWIzMjA3Mzg1NTYyM2Y0Nzg3NTY1NGFiOTBmYzI2MGQ4MTA1ZGM,"7,499.00"
"Redmi 10 64 GB, 4 GB RAM, Midnight Black, Mobile Phone",https://www.reliancedigital.in/redmi-10-64-gb-4-gb-ram-midnight-black-mobile-phone/p/492849851,https://www.reliancedigital.in/medias/Redmi-10-Smartphones-492849851-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w2OTE3MnxpbWFnZS9qcGVnfGltYWdlcy9oNzkvaGQ2Lzk4MzI0MDgyNTI0NDYuanBnfGFlY2UwNjE1Zjg5NTRiMGVjNWY4ZWM4NWQ3NmFmM2UxZDY3ZGZlOGExNDhjMzkxMDQ0MGNkOGEwMWJkNjY3MmE,"9,999.00"
"Infinix Smart 6 64GB, 2GB RAM, Heart of Ocean, Mobile Phone",https://www.reliancedigital.in/infinix-smart-6-64gb-2gb-ram-heart-of-ocean-mobile-phone/p/492850792,https://www.reliancedigital.in/medias/Infinix-SMART-6-Mobile-Phone-492850792-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNzczOXxpbWFnZS9qcGVnfGltYWdlcy9oZTcvaDRiLzk4NTk1MTYwNzE5NjYuanBnfDE4OTNmM2JiMmI1MDU1OTU0MGU0OThiMTVhMjI1NWNmMGU1MjVmMWNhYTEzYmNiZWRmYmVkNzYzYTE5MGQ3NmY,"7,499.00"
"Realme C30 32GB, 3GB RAM, Lake Blue, Mobile Phone",https://www.reliancedigital.in/realme-c30-32gb-3gb-ram-lake-blue-mobile-phone/p/492850751,https://www.reliancedigital.in/medias/Realme-RMX3581-Mobile-Phone-492850751-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMjA0OHxpbWFnZS9qcGVnfGltYWdlcy9oYjUvaDYwLzk4NDkyODI5ODYwMTQuanBnfDliMTBkYTkwZmE0ZGEyZDUwYzhmYTA0ZDhmOGVkNTg1ZDEwMzk4ZjQ4NDk4NDVjY2M1ODM4YzEzZDdlYmFmOWY,"7,999.00"
"Infinix Smart 6 64GB, 2GB RAM, Light Sea Green, Mobile Phone",https://www.reliancedigital.in/infinix-smart-6-64gb-2gb-ram-light-sea-green-mobile-phone/p/492850793,https://www.reliancedigital.in/medias/Infinix-SMART-6-Mobile-Phone-492850793-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNzYwOHxpbWFnZS9qcGVnfGltYWdlcy9oNWIvaDMzLzk4NTk1MTY3MjczMjYuanBnfDJjMWEzNDhjZTMwMzgxYjJhYzZlZGEzYmQwMmNiN2NjZjY3MzdlN2UyYWRkZGMzNTU4YzgxMDM5MDRhZDllMjA,"7,499.00"
"Infinix Hot 12 Play 64 GB, 4 GB RAM, Racing Black, Mobile Phone",https://www.reliancedigital.in/infinix-hot-12-play-64-gb-4-gb-ram-racing-black-mobile-phone/p/492850797,https://www.reliancedigital.in/medias/Infinix-HOT-12-PLAY-Mobile-Phone-492850797-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNDk5OHxpbWFnZS9qcGVnfGltYWdlcy9oMjUvaGZlLzk4NTk1MzE0NzI5MjYuanBnfGU0NDY5YWY4ZjVlOTE4ZGFjYTg5NzhiNzRjMTExZGJiMjIyODFkMWY0YWI0OTk0MGZiN2E1YTlhZGY5NzVmZDM,"8,999.00"
"Infinix Smart 6 64GB, 2GB RAM, Starry Purple, Mobile Phone",https://www.reliancedigital.in/infinix-smart-6-64gb-2gb-ram-starry-purple-mobile-phone/p/492850794,https://www.reliancedigital.in/medias/Infinix-SMART-6-Mobile-Phone-492850794-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNzUxNHxpbWFnZS9qcGVnfGltYWdlcy9oNzQvaDZmLzk4NTk1MTYzOTk2NDYuanBnfGQ1MGFkMGFiZjI4ZmVkOGIyNTYyYmExZTM2OTkxMjJhY2ExMmM5MGIwYzIxNzc4YjJjYjNmNDVlMDk2YmQ1MDE,"7,499.00"
"Poco C series C 51 64 GB, 4 GB RAM, Royal Blue, Mobile Phone",https://www.reliancedigital.in/poco-c-series-c-51-64-gb-4-gb-ram-royal-blue-mobile-phone/p/493666207,https://www.reliancedigital.in/medias/Poco-C-51-Smart-Phone-493666207-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w1MTYxN3xpbWFnZS9qcGVnfGltYWdlcy9oNzgvaGViLzk5ODA4Mjg0MTgwNzguanBnfDkzMGJkNDIxMWI2MGEyZjVkYzA5ZjQyNDdhMGYwZDUxNzc2NDdiNzZjMmQyNjYxOTdmYWRkYzg4ZjE4ZWNiMjg,"8,499.00"
"Redmi 9A Sport 32 GB, 2 GB RAM, Carbon Black, Mobile Phone (Jio Exclusive)",https://www.reliancedigital.in/redmi-9a-sport-32-gb-2-gb-ram-carbon-black-mobile-phone-jio-exclusive-/p/492850837,https://www.reliancedigital.in/medias/Xiaomi-9A-Mobile-Phone-492850837-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyODU3NnxpbWFnZS9qcGVnfGltYWdlcy9oY2YvaDhjLzk4OTU4NjIzMDQ3OTguanBnfDkwMzgwNGNhYWYxMzY0NmUxNTkwN2U2YThmNzIzNzRhNDhkYTNlN2E3MzFiYWU3NzRkOGE4OTVmNGJhZmRjNzM,"7,499.00"
"Nokia C12 Pro 64 GB 2 GB RAM, Charcoal Mobile Phone",https://www.reliancedigital.in/nokia-c12-pro-64-gb-2-gb-ram-charcoal-mobile-phone/p/493665898,https://www.reliancedigital.in/medias/Nokia-c12-pro-mobile-phone-493665898-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNDY4MHxpbWFnZS9qcGVnfGltYWdlcy9oZGQvaDc4Lzk5ODk0NTk1NzQ4MTQuanBnfDQ4YTA4MDFkYjQyNTgyOGQ3N2Q1OWRlNWYzNjZmYTgyOTBhOTk1NTFlN2ExNmI0MzkxMWExMDY3OGViYjBiYTA,"6,999.00"
"Realme C30 32 GB, 2 GB RAM, Denim Black, Mobile Phone",https://www.reliancedigital.in/realme-c30-32-gb-2-gb-ram-denim-black-mobile-phone/p/492850879,https://www.reliancedigital.in/medias/Realme-C30-Mobile-Phone-492850879-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNjAwMnxpbWFnZS9qcGVnfGltYWdlcy9oYWYvaDM2Lzk4NzMyNTQ2MTMwMjIuanBnfDdjZTBlYzY2OWMyMDgxM2RiMmFjODJmN2FkOGFlNDYzMmU3NTllYmZlMDJmZDJlNWViMzExZWQzZDVlMGVkZWY,"6,999.00"
